Weld,C,Mn,Si,S,P,Ti,B,Al,N,O,Cr ,Ni,Mo,V,Cu ,Nb,YS,TS,Temp
AlTi,0.076,1.36,0.34,0.005,0.011,0.0005,0.0002,0.015,0.0057,0.0476,0.03,0.03,0.005,0.0005,0.03,0.0005,437,527,-20
AlTi,0.079,1.37,0.39,0.005,0.011,0.0005,0.0002,0.025,0.0047,0.0446,0.03,0.03,0.005,0.0005,0.03,0.0005,437,538,-25
AlTi,0.078,1.4,0.44,0.004,0.011,0.0005,0.0002,0.042,0.0044,0.0436,0.03,0.03,0.005,0.0005,0.03,0.0005,469,545,-30
AlTi,0.081,1.42,0.48,0.004,0.006,0.0004,0.0002,0.066,0.0046,0.0444,0.03,0.03,0.005,0.0005,0.03,0.0005,466,551,-29
AlTi,0.069,1.36,0.3,0.007,0.009,0.0037,0.0002,0.0005,0.0068,0.0432,0.03,0.03,0.005,0.0005,0.03,0.0005,468,529,-72
AlTi,0.073,1.39,0.33,0.007,0.008,0.0039,0.0002,0.002,0.0066,0.0427,0.03,0.03,0.005,0.0005,0.03,0.0005,475,536,-70
AlTi,0.078,1.39,0.32,0.007,0.009,0.0042,0.0002,0.0044,0.0066,0.0436,0.03,0.03,0.005,0.0005,0.03,0.0005,478,541,-60
AlTi,0.08,1.41,0.33,0.006,0.009,0.0043,0.0002,0.0078,0.0055,0.0432,0.03,0.03,0.005,0.0005,0.03,0.0005,478,540,-55
AlTi,0.08,1.42,0.37,0.006,0.009,0.0043,0.0002,0.012,0.0054,0.0439,0.03,0.03,0.005,0.0005,0.03,0.0005,480,543,-58
AlTi,0.076,1.36,0.37,0.005,0.009,0.0036,0.0002,0.019,0.0053,0.0422,0.03,0.03,0.005,0.0005,0.03,0.0005,485,549,-58
AlTi,0.078,1.31,0.44,0.005,0.008,0.0036,0.0002,0.034,0.005,0.0431,0.03,0.03,0.005,0.0005,0.03,0.0005,491,564,-63
AlTi,0.076,1.3,0.51,0.005,0.008,0.0043,0.0002,0.049,0.0048,0.0423,0.03,0.03,0.005,0.0005,0.03,0.0005,485,560,-55
AlTi,0.079,1.32,0.57,0.004,0.008,0.0038,0.0002,0.061,0.0052,0.0422,0.03,0.03,0.005,0.0005,0.03,0.0005,491,570,-38
AlTi,0.074,1.5,0.32,0.006,0.006,0.0099,0.0002,0.0008,0.0089,0.0375,0.03,0.03,0.005,0.0005,0.03,0.0005,484,547,-52
AlTi,0.074,1.41,0.27,0.007,0.006,0.0088,0.0002,0.0047,0.007,0.0407,0.03,0.03,0.005,0.0005,0.03,0.0005,442,514,-31
AlTi,0.071,1.36,0.39,0.005,0.009,0.0092,0.0002,0.016,0.0052,0.0381,0.03,0.03,0.005,0.0005,0.03,0.0005,481,545,-56
AlTi,0.069,1.36,0.45,0.005,0.008,0.0063,0.0002,0.028,0.0044,0.0374,0.03,0.03,0.005,0.0005,0.03,0.0005,474,540,-61
AlTi,0.069,1.39,0.51,0.004,0.008,0.0069,0.0002,0.048,0.0041,0.0379,0.03,0.03,0.005,0.0005,0.03,0.0005,466,533,-54
AlTi,0.072,1.4,0.57,0.004,0.008,0.008,0.0002,0.064,0.0038,0.036,0.03,0.03,0.005,0.0005,0.03,0.0005,486,555,-41
AlTi,0.081,1.54,0.34,0.007,0.008,0.018,0.0002,0.0003,0.008,0.0312,0.03,0.03,0.005,0.0005,0.03,0.0005,502,555,-52
AlTi,0.072,1.32,0.24,0.006,0.008,0.018,0.0002,0.0047,0.0068,0.0397,0.03,0.03,0.005,0.0005,0.03,0.0005,452,535,-35
AlTi,0.072,1.33,0.34,0.006,0.008,0.019,0.0002,0.015,0.0057,0.0427,0.03,0.03,0.005,0.0005,0.03,0.0005,467,522,-52
AlTi,0.074,1.36,0.41,0.005,0.005,0.026,0.0002,0.032,0.0049,0.0418,0.03,0.03,0.005,0.0005,0.03,0.0005,514,570,-47
AlTi,0.066,1.41,0.46,0.004,0.009,0.024,0.0002,0.044,0.0049,0.0407,0.03,0.03,0.005,0.0005,0.03,0.0005,522,580,-42
AlTi,0.066,1.33,0.44,0.004,0.008,0.024,0.0002,0.068,0.0049,0.0454,0.03,0.03,0.005,0.0005,0.03,0.0005,522,591,-42
AlTi,0.069,1.49,0.43,0.004,0.005,0.046,0.0002,0.0001,0.0077,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,535,594,-60
AlTi,0.071,1.44,0.36,0.007,0.005,0.046,0.0002,0.0067,0.0094,0.0373,0.03,0.03,0.005,0.0005,0.03,0.0005,522,583,-48
AlTi,0.071,1.39,0.42,0.007,0.005,0.042,0.0002,0.015,0.0065,0.0446,0.03,0.03,0.005,0.0005,0.03,0.0005,531,587,-56
AlTi,0.071,1.44,0.52,0.005,0.005,0.046,0.0002,0.03,0.0067,0.0466,0.03,0.03,0.005,0.0005,0.03,0.0005,538,604,-49
AlTi,0.069,1.41,0.54,0.005,0.005,0.046,0.0002,0.042,0.0058,0.0439,0.03,0.03,0.005,0.0005,0.03,0.0005,561,622,-43
AlTi,0.067,1.4,0.57,0.005,0.005,0.045,0.0002,0.05,0.006,0.0451,0.03,0.03,0.005,0.0005,0.03,0.0005,547,616,-44
AMoTi,0.073,0.64,0.34,0.008,0.007,0.0007,0.0002,0.0005,0.0063,0.045,0.03,0.03,0.005,0.0005,0.03,0.0005,404,494,-46
AMoTi,0.073,0.64,0.35,0.005,0.004,0.0038,0.0002,0.0005,0.0077,0.0428,0.03,0.03,0.005,0.0005,0.03,0.0005,402,494,-45
AMoTi,0.074,0.67,0.35,0.008,0.007,0.0095,0.0002,0.0005,0.0073,0.0384,0.03,0.03,0.005,0.0005,0.03,0.0005,396,492,-40
AMoTi,0.078,0.68,0.38,0.009,0.007,0.016,0.0002,0.0005,0.0069,0.034,0.03,0.03,0.005,0.0005,0.03,0.0005,410,494,-36
AMoTi,0.079,0.73,0.44,0.006,0.008,0.024,0.0002,0.0005,0.0069,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,440,523,-40
AMoTi,0.073,0.66,0.31,0.006,0.008,0.0005,0.0002,0.0005,0.0079,0.043,0.03,0.03,0.24,0.0005,0.03,0.0005,433,518,-61
AMoTi,0.069,0.68,0.33,0.006,0.008,0.0036,0.0002,0.0005,0.0067,0.0395,0.03,0.03,0.24,0.0005,0.03,0.0005,436,519,-58
AMoTi,0.07,0.66,0.31,0.005,0.007,0.0087,0.0002,0.0005,0.0066,0.0364,0.03,0.03,0.24,0.0005,0.03,0.0005,441,525,-42
AMoTi,0.073,0.68,0.37,0.005,0.008,0.018,0.0002,0.0005,0.0068,0.0318,0.03,0.03,0.23,0.0005,0.03,0.0005,455,545,-43
AMoTi,0.078,0.73,0.42,0.005,0.009,0.022,0.0002,0.0005,0.007,0.0276,0.03,0.03,0.23,0.0005,0.03,0.0005,470,556,-45
AMoTi,0.077,0.66,0.3,0.007,0.007,0.0005,0.0002,0.0005,0.0074,0.0454,0.03,0.03,0.5,0.0005,0.03,0.0005,470,559,-42
AMoTi,0.073,0.66,0.34,0.007,0.007,0.0042,0.0002,0.0005,0.007,0.0433,0.03,0.03,0.5,0.0005,0.03,0.0005,483,565,-48
AMoTi,0.074,0.67,0.33,0.007,0.007,0.0094,0.0002,0.0005,0.0071,0.0392,0.03,0.03,0.51,0.0005,0.03,0.0005,477,560,-33
AMoTi,0.079,0.7,0.39,0.006,0.007,0.017,0.0002,0.0005,0.0067,0.0322,0.03,0.03,0.51,0.0005,0.03,0.0005,505,581,-38
AMoTi,0.083,0.72,0.44,0.005,0.006,0.027,0.0002,0.0005,0.0072,0.0278,0.03,0.03,0.5,0.0005,0.03,0.0005,504,597,-38
AMoTi,0.075,0.63,0.3,0.008,0.008,0.0005,0.0002,0.0005,0.008,0.0438,0.03,0.03,1.03,0.0005,0.03,0.0005,528,619,7
AMoTi,0.072,0.66,0.32,0.007,0.007,0.004,0.0002,0.0005,0.0076,0.0411,0.03,0.03,1.03,0.0005,0.03,0.0005,565,644,-33
AMoTi,0.075,0.67,0.32,0.007,0.007,0.0095,0.0002,0.0005,0.0078,0.0383,0.03,0.03,1.01,0.0005,0.03,0.0005,565,651,-12
AMoTi,0.08,0.69,0.38,0.007,0.006,0.017,0.0002,0.0005,0.0083,0.0307,0.03,0.03,1.02,0.0005,0.03,0.0005,576,659,-8
AMoTi,0.081,0.71,0.45,0.006,0.007,0.028,0.0002,0.0005,0.0078,0.0262,0.03,0.03,1.03,0.0005,0.03,0.0005,606,694,-14
ANiTi,0.073,0.64,0.34,0.008,0.007,0.0007,0.0002,0.0005,0.0063,0.045,0.03,0.03,0.005,0.0005,0.03,0.0005,404,494,-46
ANiTi,0.073,0.64,0.35,0.005,0.004,0.0038,0.0002,0.0005,0.0077,0.0428,0.03,0.03,0.005,0.0005,0.03,0.0005,402,494,-45
ANiTi,0.074,0.67,0.35,0.008,0.007,0.0095,0.0002,0.0005,0.0073,0.0384,0.03,0.03,0.005,0.0005,0.03,0.0005,396,492,-40
ANiTi,0.078,0.68,0.38,0.009,0.007,0.016,0.0002,0.0005,0.0069,0.034,0.03,0.03,0.005,0.0005,0.03,0.0005,410,494,-36
ANiTi,0.079,0.73,0.44,0.006,0.008,0.024,0.0002,0.0006,0.0069,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,440,523,-40
ANiTi,0.064,0.63,0.3,0.006,0.008,0.0005,0.0002,0.0007,0.0086,0.0473,0.03,0.92,0.005,0.0005,0.03,0.0005,423,501,-63
ANiTi,0.063,0.65,0.31,0.006,0.009,0.0038,0.0002,0.0008,0.0091,0.0472,0.03,0.88,0.005,0.0005,0.03,0.0005,432,513,-66
ANiTi,0.067,0.64,0.34,0.006,0.008,0.0096,0.0002,0.0009,0.0079,0.0409,0.03,0.87,0.005,0.0005,0.03,0.0005,429,512,-53
ANiTi,0.07,0.67,0.34,0.005,0.008,0.0165,0.0002,0.001,0.0079,0.0342,0.03,0.89,0.005,0.0005,0.03,0.0005,449,525,-49
ANiTi,0.07,0.66,0.4,0.005,0.01,0.024,0.0002,0.0011,0.0075,0.031,0.03,0.89,0.005,0.0005,0.03,0.0005,452,534,-50
ANiTi,0.065,0.61,0.26,0.007,0.007,0.0005,0.0002,0.0012,0.0072,0.0488,0.03,2.14,0.005,0.0005,0.03,0.0005,443,528,-65
ANiTi,0.064,0.61,0.27,0.007,0.007,0.0032,0.0002,0.0013,0.0072,0.0454,0.03,2.17,0.005,0.0005,0.03,0.0005,461,537,-83
ANiTi,0.064,0.6,0.27,0.006,0.007,0.008,0.0002,0.0014,0.0064,0.0427,0.03,2.13,0.005,0.0005,0.03,0.0005,473,547,-77
ANiTi,0.07,0.64,0.31,0.006,0.007,0.015,0.0002,0.0015,0.0068,0.0345,0.03,2.1,0.005,0.0005,0.03,0.0005,474,562,-72
ANiTi,0.074,0.63,0.36,0.006,0.006,0.022,0.0002,0.0016,0.007,0.0307,0.03,2.04,0.005,0.0005,0.03,0.0005,495,562,-67
ANiTi,0.062,0.62,0.29,0.007,0.007,0.0006,0.0002,0.0017,0.0072,0.05,0.03,3.01,0.005,0.0005,0.03,0.0005,457,543,-65
ANiTi,0.057,0.65,0.3,0.007,0.007,0.0036,0.0002,0.0018,0.0072,0.046,0.03,3.03,0.005,0.0005,0.03,0.0005,477,557,-85
ANiTi,0.059,0.63,0.31,0.007,0.007,0.0082,0.0002,0.0019,0.0064,0.0426,0.03,3,0.005,0.0005,0.03,0.0005,489,571,-75
ANiTi,0.065,0.65,0.35,0.007,0.006,0.015,0.0002,0.002,0.0068,0.0384,0.03,3,0.005,0.0005,0.03,0.0005,490,576,-74
ANiTi,0.069,0.67,0.39,0.006,0.011,0.022,0.0002,0.0021,0.007,0.0328,0.03,2.96,0.005,0.0005,0.03,0.0005,533,599,-75
ANiTi,0.054,0.66,0.31,0.007,0.007,0.0008,0.0002,0.0022,0.0058,0.0495,0.03,5.37,0.005,0.0005,0.03,0.0005,591,655,-65
ANiTi,0.057,0.66,0.32,0.007,0.008,0.0048,0.0002,0.0023,0.0065,0.0469,0.03,5.43,0.005,0.0005,0.03,0.0005,609,665,-69
ANiTi,0.058,0.62,0.3,0.007,0.007,0.0107,0.0002,0.0024,0.006,0.0412,0.03,5.38,0.005,0.0005,0.03,0.0005,611,671,-81
ANiTi,0.063,0.66,0.35,0.006,0.006,0.0177,0.0002,0.0025,0.0067,0.034,0.03,5.48,0.005,0.0005,0.03,0.0005,627,695,-72
ANiTi,0.063,0.65,0.37,0.006,0.007,0.0236,0.0002,0.0005,0.0079,0.0318,0.03,5.45,0.005,0.0005,0.03,0.0005,643,705,-73
ACoNb,0.063,0.64,0.36,0.007,0.007,0.0005,0.0002,0.0005,0.0062,0.0479,0.03,0.03,0.005,0.0005,0.03,0.0005,407,481,-53
ACoNb,0.061,0.64,0.35,0.007,0.011,0.0005,0.0002,0.0005,0.0071,0.0489,0.03,0.03,0.005,0.0005,0.03,0.0092,440,515,-49
ACoNb,0.061,0.66,0.34,0.007,0.008,0.0005,0.0002,0.0005,0.0066,0.0483,0.03,0.03,0.005,0.0005,0.03,0.021,471,532,-44
ACoNb,0.064,0.66,0.32,0.008,0.009,0.0005,0.0002,0.0005,0.0073,0.05,0.03,0.03,0.005,0.0005,0.03,0.043,517,572,-21
ACoNb,0.062,0.67,0.33,0.008,0.011,0.0005,0.0002,0.0005,0.0077,0.0497,0.03,0.03,0.005,0.0005,0.03,0.09,567,616,-2
ACoNb,0.07,1.59,0.33,0.006,0.007,0.0005,0.0002,0.0005,0.0093,0.0448,0.03,0.03,0.005,0.0005,0.03,0.0005,458,548,-24
ACoNb,0.07,1.54,0.31,0.007,0.008,0.0005,0.0002,0.0005,0.0083,0.0443,0.03,0.03,0.005,0.0005,0.03,0.012,509,586,-35
ACoNb,0.07,1.55,0.3,0.007,0.008,0.0005,0.0002,0.0005,0.01,0.0453,0.03,0.03,0.005,0.0005,0.03,0.024,561,613,-33
ACoNb,0.069,1.57,0.3,0.007,0.008,0.0005,0.0002,0.0005,0.0074,0.0459,0.03,0.03,0.005,0.0005,0.03,0.046,577,637,-19
ACoNb,0.068,1.56,0.31,0.007,0.009,0.0005,0.0002,0.0005,0.0075,0.0422,0.03,0.03,0.005,0.0005,0.03,0.096,657,705,-2
ACoV,0.063,0.64,0.36,0.007,0.007,0.0005,0.0002,0.0005,0.0062,0.0479,0.03,0.03,0.005,0.0005,0.03,0.0005,407,481,-53
ACoV,0.065,0.65,0.32,0.008,0.008,0.0005,0.0002,0.0005,0.0057,0.0449,0.03,0.03,0.005,0.019,0.03,0.0005,417,489,-56
ACoV,0.063,0.67,0.3,0.007,0.008,0.0005,0.0002,0.0005,0.0081,0.0459,0.03,0.03,0.005,0.04,0.03,0.0005,436,507,-53
ACoV,0.064,0.64,0.32,0.007,0.008,0.0005,0.0002,0.0005,0.0078,0.0469,0.03,0.03,0.005,0.059,0.03,0.0005,472,523,-47
ACoV,0.065,0.65,0.32,0.007,0.008,0.0005,0.0002,0.0005,0.0072,0.0463,0.03,0.03,0.005,0.079,0.03,0.0005,492,540,-45
ACoV,0.07,1.59,0.33,0.006,0.007,0.0005,0.0002,0.0005,0.0093,0.0448,0.03,0.03,0.005,0.0005,0.03,0.0005,458,548,-24
ACoV,0.068,1.46,0.29,0.007,0.009,0.0005,0.0002,0.0005,0.0069,0.0435,0.03,0.03,0.005,0.025,0.03,0.0005,484,550,-45
ACoV,0.067,1.47,0.29,0.007,0.008,0.0005,0.0002,0.0005,0.0074,0.043,0.03,0.03,0.005,0.041,0.03,0.0005,484,566,-48
ACoV,0.068,1.48,0.3,0.007,0.009,0.0005,0.0002,0.0005,0.007,0.0421,0.03,0.03,0.005,0.061,0.03,0.0005,534,584,-57
ACoV,0.064,1.46,0.29,0.006,0.009,0.0005,0.0002,0.0005,0.008,0.0457,0.03,0.03,0.005,0.083,0.03,0.0005,535,590,-44
AoPlus,0.073,0.64,0.34,0.008,0.007,0.0007,0.0002,0.0005,0.0063,0.045,0.03,0.03,0.005,0.0005,0.03,0.0005,404,494,-46
AoPlus,0.064,0.63,0.3,0.006,0.008,0.0005,0.0002,0.0005,0.007,0.0473,0.03,0.92,0.005,0.0005,0.03,0.0005,423,501,-63
AoPlus,0.065,0.61,0.26,0.007,0.007,0.0005,0.0002,0.0005,0.0086,0.0488,0.03,2.14,0.005,0.0005,0.03,0.0005,443,528,-65
AoPlus,0.062,0.62,0.29,0.007,0.007,0.0006,0.0002,0.0005,0.0072,0.05,0.03,3.01,0.005,0.0005,0.03,0.0005,457,543,-65
AoPlus,0.07,0.66,0.31,0.006,0.008,0.0005,0.0002,0.0005,0.0079,0.043,0.03,0.03,0.24,0.0005,0.03,0.0005,433,518,-61
AoPlus,0.073,0.66,0.34,0.007,0.007,0.0005,0.0002,0.0005,0.0075,0.0454,0.03,0.03,0.5,0.0005,0.03,0.0005,470,559,-42
AoPlus,0.075,0.63,0.3,0.008,0.008,0.0005,0.0002,0.0005,0.008,0.0438,0.03,0.03,1.03,0.0005,0.03,0.0005,528,619,7
AoPlus,0.07,0.65,0.35,0.008,0.01,0.0005,0.0002,0.0005,0.0078,0.0504,1.01,0.03,0.005,0.0005,0.03,0.0005,481,559,-40
AoPlus,0.074,0.58,0.25,0.008,0.01,0.0004,0.0002,0.0005,0.0089,0.05,1.59,0.03,0.005,0.0005,0.03,0.0005,494,593,-22
AoPlus,0.076,0.64,0.28,0.008,0.008,0.0008,0.0002,0.0005,0.0081,0.0492,2.1,0.03,0.005,0.0005,0.03,0.0005,565,660,26
AoPlus,0.068,0.62,0.28,0.008,0.007,0.0005,0.0002,0.0005,0.0073,0.0477,0.03,0.03,0.005,0.0005,0.5,0.0005,391,468,-63
AoPlus,0.065,0.62,0.3,0.007,0.009,0.0004,0.0002,0.0005,0.0072,0.0519,0.03,0.03,0.005,0.0005,1.03,0.0005,439,509,-54
AoPlus,0.064,0.64,0.32,0.007,0.008,0.0004,0.0002,0.0005,0.006,0.0498,0.03,0.03,0.005,0.0005,1.6,0.0005,504,565,-24
AO-Ti,0.073,0.64,0.34,0.008,0.007,0.0007,0.0002,0.0005,0.0063,0.045,0.03,0.03,0.005,0.0005,0.03,0.0005,404,494,-46
AO-Ti,0.073,0.64,0.35,0.005,0.004,0.0038,0.0002,0.0005,0.0077,0.0428,0.03,0.03,0.005,0.0005,0.03,0.0005,402,494,-45
AO-Ti,0.074,0.67,0.35,0.008,0.007,0.0095,0.0002,0.0005,0.0073,0.0384,0.03,0.03,0.005,0.0005,0.03,0.0005,396,492,-40
AO-Ti,0.078,0.68,0.38,0.009,0.007,0.016,0.0002,0.0005,0.0069,0.034,0.03,0.03,0.005,0.0005,0.03,0.0005,410,494,-36
AO-Ti,0.079,0.73,0.44,0.006,0.008,0.024,0.0002,0.0005,0.0069,0.029,0.03,0.03,0.005,0.0005,0.03,0.0005,440,523,-40
AO-Ti,0.067,0.62,0.31,0.005,0.004,0.0005,0.0002,0.0005,0.0061,0.0389,0.03,0.03,0.005,0.0005,0.03,0.0005,384,461,-62
AO-Ti,0.068,0.63,0.29,0.005,0.005,0.0032,0.0002,0.0005,0.0067,0.0374,0.03,0.03,0.005,0.0005,0.03,0.0005,390,459,-60
AO-Ti,0.066,0.58,0.21,0.005,0.005,0.0075,0.0002,0.0005,0.0054,0.0363,0.03,0.03,0.005,0.0005,0.03,0.0005,376,447,-54
AO-Ti,0.066,0.56,0.21,0.004,0.005,0.012,0.0002,0.0005,0.0063,0.0362,0.03,0.03,0.005,0.0005,0.03,0.0005,373,450,-52
AO-Ti,0.064,0.54,0.21,0.005,0.005,0.015,0.0002,0.0005,0.0065,0.0352,0.03,0.03,0.005,0.0005,0.03,0.0005,387,452,-41
AO-Ti,0.07,0.59,0.37,0.004,0.005,0.0002,0.0002,0.0005,0.0045,0.0298,0.03,0.03,0.005,0.0005,0.03,0.0005,370,452,-68
AO-Ti,0.068,0.59,0.37,0.004,0.007,0.0051,0.0002,0.0005,0.0052,0.0283,0.03,0.03,0.005,0.0005,0.03,0.0005,379,461,-58
AO-Ti,0.053,0.56,0.27,0.003,0.005,0.0075,0.0002,0.0005,0.0052,0.0301,0.03,0.03,0.005,0.0005,0.03,0.0005,379,455,-53
AO-Ti,0.067,0.51,0.21,0.004,0.005,0.011,0.0002,0.0005,0.0064,0.0307,0.03,0.03,0.005,0.0005,0.03,0.0005,373,453,-53
AO-Ti,0.065,0.48,0.2,0.003,0.004,0.015,0.0002,0.0005,0.0059,0.0285,0.03,0.03,0.005,0.0005,0.03,0.0005,364,450,-46
Aplus,0.073,0.64,0.35,0.005,0.004,0.0038,0.0002,0.0005,0.0077,0.0428,0.03,0.03,0.005,0.0005,0.03,0.0005,402,494,-45
Aplus,0.063,0.65,0.31,0.006,0.009,0.0038,0.0002,0.0005,0.0085,0.0472,0.03,0.88,0.005,0.0005,0.03,0.0005,423,501,-63
Aplus,0.064,0.61,0.27,0.007,0.007,0.0032,0.0002,0.0005,0.0091,0.0454,0.03,2.17,0.005,0.0005,0.03,0.0005,461,537,-83
Aplus,0.067,0.65,0.3,0.007,0.007,0.0036,0.0002,0.0005,0.0072,0.046,0.03,3.03,0.005,0.0005,0.03,0.0005,477,557,-85
Aplus,0.069,0.68,0.33,0.006,0.008,0.0036,0.0002,0.0005,0.0067,0.0395,0.03,0.03,0.24,0.0005,0.03,0.0005,436,519,-58
Aplus,0.073,0.66,0.34,0.007,0.007,0.0042,0.0002,0.0005,0.007,0.0433,0.03,0.03,0.5,0.0005,0.03,0.0005,483,565,-48
Aplus,0.072,0.66,0.32,0.007,0.007,0.004,0.0002,0.0005,0.0076,0.0411,0.03,0.03,1.03,0.0005,0.03,0.0005,565,644,-33
Aplus,0.077,0.66,0.32,0.008,0.01,0.0034,0.0002,0.0005,0.0075,0.0457,1.03,0.03,0.005,0.0005,0.03,0.0005,490,558,-35
Aplus,0.078,0.62,0.26,0.007,0.005,0.0029,0.0002,0.0005,0.01,0.0472,1.6,0.03,0.005,0.0005,0.03,0.0005,509,596,-8
Aplus,0.078,0.64,0.28,0.008,0.007,0.0042,0.0002,0.0005,0.0095,0.0482,2.15,0.03,0.005,0.0005,0.03,0.0005,598,685,8
Aplus,0.063,0.64,0.3,0.008,0.008,0.0043,0.0002,0.0005,0.0074,0.0453,0.03,0.03,0.005,0.0005,0.53,0.0005,417,498,-62
Aplus,0.064,0.63,0.3,0.007,0.007,0.0042,0.0002,0.0005,0.0065,0.0456,0.03,0.03,0.005,0.0005,1.05,0.0005,429,497,-58
Aplus,0.066,0.67,0.37,0.006,0.008,0.0051,0.0002,0.0005,0.0055,0.0453,0.03,0.03,0.005,0.0005,1.44,0.0005,516,568,-43
BN,0.073,1.51,0.3,0.007,0.007,0.0005,0.0001,0.0005,0.0094,0.0449,0.03,0.03,0.005,0.0005,0.03,0.0005,462,539,-15
BN,0.067,1.53,0.27,0.008,0.007,0.0002,0.0016,0.0005,0.0086,0.0456,0.03,0.03,0.005,0.0005,0.03,0.0005,461,530,-11
BN,0.071,1.58,0.29,0.007,0.006,0.0002,0.0028,0.0005,0.0084,0.0452,0.03,0.03,0.005,0.0005,0.03,0.0005,462,537,-14
BN,0.066,1.48,0.33,0.008,0.007,0.0005,0.0064,0.0005,0.0074,0.0511,0.03,0.03,0.005,0.0005,0.03,0.0005,467,542,-22
BN,0.066,1.48,0.37,0.008,0.008,0.0005,0.0109,0.0005,0.0063,0.0493,0.03,0.03,0.005,0.0005,0.03,0.0005,431,521,-37
BN,0.068,1.53,0.39,0.008,0.007,0.0005,0.0146,0.0005,0.0083,0.0489,0.03,0.03,0.005,0.0005,0.03,0.0005,470,547,-50
BN,0.064,1.49,0.4,0.007,0.005,0.0005,0.0195,0.0005,0.0085,0.0503,0.03,0.03,0.005,0.0005,0.03,0.0005,478,561,-34
BN,0.074,1.58,0.28,0.008,0.008,0.0005,0.0005,0.0005,0.0145,0.0402,0.03,0.03,0.005,0.0005,0.03,0.0005,473,566,5
BN,0.074,1.6,0.31,0.007,0.008,0.0005,0.0015,0.0005,0.0131,0.0409,0.03,0.03,0.005,0.0005,0.03,0.0005,475,565,6
BN,0.077,1.55,0.32,0.007,0.008,0.0005,0.0038,0.0005,0.014,0.0404,0.03,0.03,0.005,0.0005,0.03,0.0005,492,571,6
BN,0.074,1.59,0.35,0.007,0.008,0.0005,0.0072,0.0005,0.0155,0.0372,0.03,0.03,0.005,0.0005,0.03,0.0005,468,571,-2
BN,0.075,1.58,0.33,0.007,0.008,0.0005,0.0109,0.0005,0.0147,0.0405,0.03,0.03,0.005,0.0005,0.03,0.0005,462,544,-16
BN,0.082,1.6,0.36,0.007,0.008,0.0005,0.0141,0.0005,0.0142,0.036,0.03,0.03,0.005,0.0005,0.03,0.0005,474,549,-29
BN,0.07,1.55,0.39,0.007,0.007,0.0007,0.016,0.0005,0.0144,0.0396,0.03,0.03,0.005,0.0005,0.03,0.0005,474,562,-52
BN,0.073,1.66,0.27,0.009,0.008,0.0005,0.0005,0.0005,0.0235,0.0399,0.03,0.03,0.005,0.0005,0.03,0.0005,505,607,20
BN,0.078,1.6,0.3,0.007,0.007,0.0005,0.003,0.0005,0.0208,0.0393,0.03,0.03,0.005,0.0005,0.03,0.0005,506,600,18
BN,0.083,1.59,0.31,0.007,0.008,0.0005,0.0042,0.0005,0.0225,0.0377,0.03,0.03,0.005,0.0005,0.03,0.0005,501,586,15
BN,0.079,1.58,0.34,0.007,0.007,0.0005,0.008,0.0005,0.0217,0.036,0.03,0.03,0.005,0.0005,0.03,0.0005,493,580,13
BN,0.071,1.6,0.36,0.007,0.008,0.0005,0.0111,0.0005,0.0227,0.038,0.03,0.03,0.005,0.0005,0.03,0.0005,482,564,8
BN,0.071,1.6,0.36,0.007,0.008,0.0006,0.0123,0.0005,0.0227,0.0335,0.03,0.03,0.005,0.0005,0.03,0.0005,470,555,1
BN,0.071,1.6,0.36,0.007,0.008,0.0007,0.016,0.0005,0.0233,0.0426,0.03,0.03,0.005,0.0005,0.03,0.0005,439,528,-13
CB,0.076,1.68,0.29,0.005,0.005,0.0004,0.0002,0.0005,0.0054,0.0298,0.03,0.03,0.005,0.0005,0.03,0.0005,500,542,-47
CB,0.069,1.67,0.3,0.005,0.005,0.0004,0.0014,0.0005,0.0057,0.0304,0.03,0.03,0.005,0.0005,0.03,0.0005,497,532,-39
CB,0.07,1.61,0.33,0.005,0.005,0.0005,0.0034,0.0005,0.0063,0.0294,0.03,0.03,0.005,0.0005,0.03,0.0005,477,528,-45
CB,0.069,1.57,0.41,0.004,0.006,0.0005,0.0071,0.0005,0.0058,0.0302,0.03,0.03,0.005,0.0005,0.03,0.0005,420,522,-64
CB,0.07,1.59,0.49,0.005,0.007,0.0005,0.0174,0.0005,0.0057,0.0275,0.03,0.03,0.005,0.0005,0.03,0.0005,490,579,-38
CB,0.073,1.51,0.3,0.007,0.007,0.0005,0.0001,0.0005,0.0094,0.0419,0.03,0.03,0.005,0.0005,0.03,0.0005,462,539,-15
CB,0.067,1.53,0.27,0.008,0.007,0.0002,0.0016,0.0005,0.0086,0.0419,0.03,0.03,0.005,0.0005,0.03,0.0005,461,530,-11
CB,0.071,1.58,0.29,0.007,0.006,0.0002,0.0028,0.0005,0.0084,0.0406,0.03,0.03,0.005,0.0005,0.03,0.0005,462,537,-14
CB,0.066,1.48,0.33,0.008,0.007,0.0005,0.0064,0.0005,0.0074,0.0523,0.03,0.03,0.005,0.0005,0.03,0.0005,467,542,-22
CB,0.066,1.48,0.37,0.008,0.008,0.0005,0.0109,0.0005,0.0063,0.0493,0.03,0.03,0.005,0.0005,0.03,0.0005,431,521,-37
CB,0.068,1.53,0.39,0.008,0.007,0.0005,0.0146,0.0005,0.0083,0.0489,0.03,0.03,0.005,0.0005,0.03,0.0005,470,547,-50
